convocatoria,archivo,n_paginas,n_secciones_toc,n_secciones_cuerpo,cobertura_plantilla_sgr,coincide_plantilla_exacto,fingerprint,titulos
35,convocatoria_35_tdr.pdf,37,26,26,0.143,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDAA > 4.DEMANDASTERRITORIALES > 5.ALCANCESTEMATICOS > 6.ENFOQUETERRITORIAL > 7.ENFOQUEDIFERENCIAL > 8.DURACIONYFINANCIACION > 9.CONTENIDODELPROYECTO > 10.REQUISITOS > 12.VIGILANCIADELOSPROYECTOS > 13.VALIDACIONDEREQUISITOSDELSISTEMAGENERALDEREGALIAS > 14.PROCEDIMIENTODEINSCRIPCION > 15.AUTORIZACIONUSODEDATOSPERSONALES > 16.CRITERIOSDEEVALUACION > 17.PROCEDIMIENTODEEVALUACION > 18.LISTADODEELEGIBLES > 19.ACLARACIONES > 20.CRONOGRAMA > 21.MODIFICACIONES > 22.PROPIEDADINTELECTUAL > 23.CIENCIAABIERTA > 24.VEEDURIASCIUDADANAS > 25.ANEXOS > 26.ACEPTACIONDETERMINOSYVERACIDAD > 27.MASINFORMACION,PRESENTACION | OBJETIVO | DIRIGIDAA | DEMANDASTERRITORIALES | ALCANCESTEMATICOS | ENFOQUETERRITORIAL | ENFOQUEDIFERENCIAL | DURACIONYFINANCIACION | CONTENIDODELPROYECTO | REQUISITOS | VIGILANCIADELOSPROYECTOS | VALIDACIONDEREQUISITOSDELSISTEMAGENERALDEREGALIAS | PROCEDIMIENTODEINSCRIPCION | AUTORIZACIONUSODEDATOSPERSONALES | CRITERIOSDEEVALUACION | PROCEDIMIENTODEEVALUACION | LISTADODEELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDADINTELECTUAL | CIENCIAABIERTA | VEEDURIASCIUDADANAS | ANEXOS | ACEPTACIONDETERMINOSYVERACIDAD | MASINFORMACION
36,convocatoria_36_tdr.pdf,36,25,25,0.571,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.ALCANCE > 6.REQUISITOS > 7.CONDICIONES INHABILITANTES > 8.CONTENIDO DEL PROYECTO > 9.PROCEDIMIENTO DE INSCRIPCION > 10.DURACION Y FINANCIACION > 11.CRITERIOS DE EVALUACION > 12.PROCEDIMIENTO DE EVALUACION > 13.LISTADO DE ELEGIBLES > 14.ACLARACIONES > 15.VIGILANCIA DE LOS PROYECTOS > 16.VALIDACION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 17.CRONOGRAMA > 18.MODIFICACIONES > 19.PROPIEDAD INTELECTUAL > 20.CIENCIA ABIERTA > 21.VEEDURIAS CIUDADANAS > 22.AUTORIZACION USO DE DATOS PERSONALES > 23.ANEXOS > 24.ACEPTACION DE TERMINOS Y VERACIDAD > 25.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | ALCANCE | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | VALIDACION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
37,convocatoria_37_tdr.pdf,60,29,29,0.762,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.ALCANCE > 7.ENFOQUE TERRITORIAL > 8.ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO > 9.ENFOQUE DIFERENCIAL E INTERSECCIONAL > 10.REQUISITOS > 11.CONDICIONES INHABILITANTES > 12.CONTENIDO DEL PROYECTO > 13.PROCEDIMIENTO DE INSCRIPCION > 14.DURACION Y FINANCIACION > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.LISTADO DE ELEGIBLES > 18.ACLARACIONES > 19.VIGILANCIA DE LOS PROYECTOS > 20.VIABILIDAD DE LOS PROYECTOS DE INVERSION > 21.CRONOGRAMA > 22.MODIFICACIONES > 23.PROPIEDAD INTELECTUAL > 24.CIENCIA ABIERTA > 25.VEEDURIAS CIUDADANA > 26.AUTORIZACION USO DE DATOS PERSONALES > 27.ANEXOS > 28.ACEPTACION DE TERMINOS Y VERACIDAD > 29.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | ALCANCE | ENFOQUE TERRITORIAL | ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO | ENFOQUE DIFERENCIAL E INTERSECCIONAL | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | VIABILIDAD DE LOS PROYECTOS DE INVERSION | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANA | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
38,convocatoria_38_tdr.pdf,46,27,27,0.619,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.ENFOQUE DE DIVERSIDAD E INTERSECCIONALIDAD > 6.ORIENTACIONES GENERALES PARA LA VINCULACION DE TALENTO HUMANO > 7.ALCANCE DEL PROYECTO > 8.REQUISITOS > 9.CONDICIONES INHABILITANTES > 10.CONTENIDO DEL PROYECTO > 11.PROCEDIMIENTO DE INSCRIPCION > 12.DURACION Y FINANCIACION > 13.CRITERIOS DE EVALUACION > 14.PROCEDIMIENTO DE EVALUACION > 15.LISTADO DE ELEGIBLES > 16.ACLARACIONES > 17.VIGILANCIA DE LOS PROYECTOS > 18.VIABILIDAD DE LOS PROYECTOS DE INVERSION > 19.CRONOGRAMA > 20.MODIFICACIONES > 21.PROPIEDAD INTELECTUAL > 22.CIENCIA ABIERTA > 23.VEEDURIAS CIUDADANAS > 24.AUTORIZACION USO DE DATOS PERSONALES > 25.ANEXOS > 26.ACEPTACION DE TERMINOS Y VERACIDAD > 27.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | ENFOQUE DE DIVERSIDAD E INTERSECCIONALIDAD | ORIENTACIONES GENERALES PARA LA VINCULACION DE TALENTO HUMANO | ALCANCE DEL PROYECTO | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | VIABILIDAD DE LOS PROYECTOS DE INVERSION | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
39,convocatoria_39_tdr.pdf,46,0,4,0.048,False,2.RESULTADOS Y PRODUCTOS DEL PROYECTO > 3.PERTINENCIA E IMPACTO DEL PROYECTO AL DESARROLLO TERRITORIAL REGIONAL Y NACIONAL PARA LA > 4.CAPACIDAD TECNICA IDONEIDAD Y TRAYECTORIA DE LA ENTIDAD PROPONENTE Y DE LOS ALIADOS > 7.ENFOQUE TERRITORIAL,RESULTADOS Y PRODUCTOS DEL PROYECTO | PERTINENCIA E IMPACTO DEL PROYECTO AL DESARROLLO TERRITORIAL REGIONAL Y NACIONAL PARA LA | CAPACIDAD TECNICA IDONEIDAD Y TRAYECTORIA DE LA ENTIDAD PROPONENTE Y DE LOS ALIADOS | ENFOQUE TERRITORIAL
40,convocatoria_40_tdr.pdf,49,29,28,0.667,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.COMPONENTES > 7.ORIENTACIONES GENERALES PARA LA VINCULACION DE TALENTO HUMANO > 8.ENFOQUE TERRITORIAL EN LA VINCULACION > 9.ENFOQUE DIFERENCIAL E INTERSECCIONAL > 11.CONDICIONES INHABILITANTES > 12.CONTENIDO DEL PROYECTO > 13.PROCEDIMIENTO DE INSCRIPCION > 14.DURACION Y FINANCIACION > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.LISTADO DE ELEGIBLES > 18.ACLARACIONES > 19.VIGILANCIA DE LOS PROYECTOS > 20.VIABILIDAD DE LOS PROYECTOS DE INVERSION > 21.CRONOGRAMA > 22.MODIFICACIONES > 23.PROPIEDAD INTELECTUAL > 24.CIENCIA ABIERTA > 25.VEEDURIAS CIUDADANAS > 26.AUTORIZACION USO DE DATOS PERSONALES > 27.ANEXOS > 28.ACEPTACION DE TERMINOS Y VERACIDAD > 29.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | COMPONENTES | ORIENTACIONES GENERALES PARA LA VINCULACION DE TALENTO HUMANO | ENFOQUE TERRITORIAL EN LA VINCULACION | ENFOQUE DIFERENCIAL E INTERSECCIONAL | CONDICIONES INHABILITANTES | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | VIABILIDAD DE LOS PROYECTOS DE INVERSION | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
41,convocatoria_41_tdr.pdf,55,28,27,0.667,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.ALCANCE > 7.ENFOQUE TERRITORIAL > 8.ENFOQUE DIFERENCIAL E INTERSECCIONAL > 9.REQUISITOS > 10.ORIENTACIONES GENERALES PARA LA VINCULACION DE TALENTO HUMANO > 11.CONDICIONES INHABILITANTES > 13.PROCEDIMIENTO DE INSCRIPCION > 14.DURACION Y FINANCIACION > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.LISTADO DE ELEGIBLES > 18.ACLARACIONES > 19.VIGILANCIA DE LOS PROYECTOS > 21.CRONOGRAMA > 22.MODIFICACIONES > 23.PROPIEDAD INTELECTUAL > 24.CIENCIA ABIERTA > 25.VEEDURIAS CIUDADANAS > 26.AUTORIZACION USO DE DATOS PERSONALES > 27.ANEXOS > 28.ACEPTACION DE TERMINOS Y VERACIDAD > 29.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | ALCANCE | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL E INTERSECCIONAL | REQUISITOS | ORIENTACIONES GENERALES PARA LA VINCULACION DE TALENTO HUMANO | CONDICIONES INHABILITANTES | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
42,convocatoria_42_tdr.pdf,41,28,28,0.714,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.ALCANCE DEL PROYECTO > 7.ORIENTACIONES GENERALES PARA VINCULACION DE TALENTO HUMANO > 8.ENFOQUE DIFERENCIAL E INTERSECCIONAL > 9.REQUISITOS > 10.CONDICIONES INHABILITANTES > 11.CONTENIDO DEL PROYECTO > 12.PROCEDIMIENTO DE INSCRIPCION > 13.DURACION Y FINANCIACION > 14.CRITERIOS DE EVALUACION > 15.PROCEDIMIENTO DE EVALUACION > 16.LISTADO DE ELEGIBLES > 17.ACLARACIONES > 18.VIGILANCIA DE LOS PROYECTOS > 19.VIABILIDAD DE LOS PROYECTOS DE INVERSION > 20.CRONOGRAMA > 21.MODIFICACIONES > 22.PROPIEDAD INTELECTUAL > 23.CIENCIA ABIERTA > 24.VEEDURIAS CIUDADANAS > 25.AUTORIZACION USO DE DATOS PERSONALES > 26.ANEXOS > 27.ACEPTACION DE TERMINOS Y VERACIDAD > 28.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | ALCANCE DEL PROYECTO | ORIENTACIONES GENERALES PARA VINCULACION DE TALENTO HUMANO | ENFOQUE DIFERENCIAL E INTERSECCIONAL | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | VIABILIDAD DE LOS PROYECTOS DE INVERSION | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
43,convocatoria_43_tdr.pdf,48,29,29,0.714,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.ALCANCE > 7.ENFOQUE TERRITORIAL > 8.ORIENTACIONES GENERALES PARA LA VINCULACION DE TALENTO HUMANO > 9.ENFOQUE DIFERENCIAL E INTERSECCIONAL > 10.REQUISITOS > 11.CONDICIONES INHABILITANTES > 12.CONTENIDO DEL PROYECTO > 13.PROCEDIMIENTO DE INSCRIPCION > 14.DURACION Y FINANCIACION > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.LISTADO DE ELEGIBLES > 18.ACLARACIONES > 19.VIGILANCIA DE LOS PROYECTOS > 20.VIABILIDAD DE LOS PROYECTOS DE INVERSION > 21.CRONOGRAMA > 22.MODIFICACIONES > 23.PROPIEDAD INTELECTUAL > 24.CIENCIA ABIERTA > 25.VEEDURIAS CIUDADANAS > 26.AUTORIZACION USO DE DATOS PERSONALES > 27.ANEXOS > 28.ACEPTACION DE TERMINOS Y VERACIDAD > 29.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | ALCANCE | ENFOQUE TERRITORIAL | ORIENTACIONES GENERALES PARA LA VINCULACION DE TALENTO HUMANO | ENFOQUE DIFERENCIAL E INTERSECCIONAL | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | VIABILIDAD DE LOS PROYECTOS DE INVERSION | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
44,convocatoria_44_tdr.pdf,55,25,25,0.667,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.RETOS ESTRATEGICOS Y CAMPOS PRIORIZADOS > 6.DISTRIBUCION DE LAS REGIONES DEL SISTEMA GENERAL DE REGALIAS > 7.ENFOQUE DIFERENCIAL E INTERSECCIONAL > 8.DURACION Y FINANCIACION > 9.CONTENIDO DEL PROYECTO > 11.CAUSALES DE RECHAZO > 13.REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 14.PROCEDIMIENTO DE INSCRIPCION > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.LISTADO DE ELEGIBLES > 18.OBSERVACIONES AL LISTADO DE HABILITADOS > 19.CRONOGRAMA > 20.MODIFICACIONES > 21.PROPIEDAD INTELECTUAL > 22.CIENCIA ABIERTA > 23.VEEDURIAS CIUDADANAS > 24.AUTORIZACION USO DE DATOS PERSONALES > 25.ANEXOS > 26.ACEPTACION DE TERMINOS Y VERACIDAD > 27.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | RETOS ESTRATEGICOS Y CAMPOS PRIORIZADOS | DISTRIBUCION DE LAS REGIONES DEL SISTEMA GENERAL DE REGALIAS | ENFOQUE DIFERENCIAL E INTERSECCIONAL | DURACION Y FINANCIACION | CONTENIDO DEL PROYECTO | CAUSALES DE RECHAZO | REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | PROCEDIMIENTO DE INSCRIPCION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | OBSERVACIONES AL LISTADO DE HABILITADOS | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
45,convocatoria_45_tdr.pdf,54,29,29,1.0,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.ALCANCE DEL PROYECTO > 7.ENFOQUE TERRITORIAL > 8.ENFOQUE DIFERENCIAL E INTERSECCIONAL > 9.ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO > 10.REQUISITOS HABILITANTES > 11.CAUSALES DE RECHAZO > 12.CONTENIDO DEL PROYECTO > 13.PROCEDIMIENTO DE INSCRIPCION > 14.DURACION Y FINANCIACION > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.LISTADO DE ELEGIBLES > 18.OBSERVACIONES AL LISTADO DE HABILITADOS Y ELEGIBLES > 19.VIGILANCIA DE LOS PROYECTOS > 20.REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 21.CRONOGRAMA > 22.MODIFICACIONES > 23.PROPIEDAD INTELECTUAL > 24.CIENCIA ABIERTA > 25.VEEDURIAS CIUDADANAS > 26.AUTORIZACION USO DE DATOS PERSONALES > 27.ANEXOS > 28.ACEPTACION DE TERMINOS Y VERACIDAD > 29.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | ALCANCE DEL PROYECTO | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL E INTERSECCIONAL | ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO | REQUISITOS HABILITANTES | CAUSALES DE RECHAZO | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | OBSERVACIONES AL LISTADO DE HABILITADOS Y ELEGIBLES | VIGILANCIA DE LOS PROYECTOS | REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
46,convocatoria_46_tdr.pdf,73,29,29,0.857,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.ALCANCE DEL PROYECTO > 7.ENFOQUE TERRITORIAL > 8.ENFOQUE DIFERENCIAL > 9.ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO > 10.REQUISITOS > 11.CAUSALES DE RECHAZO > 12.CONTENIDO DEL PROYECTO > 13.PROCEDIMIENTO DE INSCRIPCION > 14.DURACION Y FINANCIACION > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.LISTADO DE ELEGIBLES > 18.OBSERVACIONES AL LISTADO DE HABILITADOS Y ELEGIBLES HABILITADOS > 19.VIGILANCIA DE LOS PROYECTOS > 20.REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 21.CRONOGRAMA > 22.MODIFICACIONES > 23.PROPIEDAD INTELECTUAL > 24.CIENCIA ABIERTA > 25.VEEDURIAS CIUDADANAS > 26.AUTORIZACION USO DE DATOS PERSONALES > 27.ANEXOS > 28.ACEPTACION DE TERMINOS Y VERACIDAD > 29.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | ALCANCE DEL PROYECTO | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL | ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO | REQUISITOS | CAUSALES DE RECHAZO | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | OBSERVACIONES AL LISTADO DE HABILITADOS Y ELEGIBLES HABILITADOS | VIGILANCIA DE LOS PROYECTOS | REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
47,convocatoria_47_tdr.pdf,99,29,28,0.905,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.ALCANCE DEL PROYECTO > 7.ENFOQUE TERRITORIAL > 8.ENFOQUE DIFERENCIAL > 9.ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO > 10.REQUISITOS HABILITANTES > 11.CAUSALES DE RECHAZO > 12.CONTENIDO DEL PROYECTO > 13.PROCEDIMIENTO DE INSCRIPCION > 14.DURACION Y FINANCIACION > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.LISTADO DE ELEGIBLES > 19.VIGILANCIA DE LOS PROYECTOS > 20.REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 21.CRONOGRAMA > 22.MODIFICACIONES > 23.PROPIEDAD INTELECTUAL > 24.CIENCIA ABIERTA > 25.VEEDURIAS CIUDADANAS > 26.AUTORIZACION USO DE DATOS PERSONALES > 27.ANEXOS > 28.ACEPTACION DE TERMINOS Y VERACIDAD > 29.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | ALCANCE DEL PROYECTO | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL | ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO | REQUISITOS HABILITANTES | CAUSALES DE RECHAZO | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | VIGILANCIA DE LOS PROYECTOS | REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
48,convocatoria_48_tdr.pdf,66,29,29,0.857,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.ALCANCE DEL PROYECTO > 7.ENFOQUE TERRITORIAL > 8.ENFOQUE DIFERENCIAL E INTERSECCIONAL > 9.ORIENTACIONES PARA LA VINCULACION DE TALENTO > 10.REQUISITOS HABILITANTES > 11.CAUSALES DE RECHAZO > 12.CONTENIDO DEL PROYECTO > 13.PROCEDIMIENTO DE INSCRIPCION > 14.DURACION Y FINANCIACION > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.LISTADO DE ELEGIBLES > 18.OBSERVACIONES AL LISTADO DE HABILITADOS Y > 19.VIGILANCIA DE LOS PROYECTOS > 20.REVISION DE REQUISITOS DEL SISTEMA GENERAL DE > 21.CRONOGRAMA > 22.MODIFICACIONES > 23.PROPIEDAD INTELECTUAL > 24.CIENCIA ABIERTA > 25.VEEDURIAS CIUDADANAS > 26.AUTORIZACION USO DE DATOS PERSONALES > 27.ANEXOS > 28.ACEPTACION DE TERMINOS Y VERACIDAD > 29.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | ALCANCE DEL PROYECTO | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL E INTERSECCIONAL | ORIENTACIONES PARA LA VINCULACION DE TALENTO | REQUISITOS HABILITANTES | CAUSALES DE RECHAZO | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | OBSERVACIONES AL LISTADO DE HABILITADOS Y | VIGILANCIA DE LOS PROYECTOS | REVISION DE REQUISITOS DEL SISTEMA GENERAL DE | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
