convocatoria,archivo,n_paginas,n_secciones_toc,n_secciones_cuerpo,cobertura_plantilla_sgr,coincide_plantilla_exacto,fingerprint,titulos
1041,convocatoria_1041_tdr.pdf,14,0,9,0.048,False,1.ANTECEDENTES Y JUSTIFICACION TECNICA > 2.IMPACTO Y BENEFICIO PARA EL SNCTI Y PARA EL MINISTERIO > 3.OBJETIVO GENERAL Y ESPECIFICOS > 4.DESCRIPCION DEL PLAN DE FORTALECIMIENTO INSTITUCIONAL A EJECUTAR > 5.CRONOGRAMA > 6.RECEPCION DE LA PROPUESTA > 7.PROCESO DE PARTICIPACION > 8.INFORMACION DE DECISION > 9.ANEXOS,ANTECEDENTES Y JUSTIFICACION TECNICA | IMPACTO Y BENEFICIO PARA EL SNCTI Y PARA EL MINISTERIO | OBJETIVO GENERAL Y ESPECIFICOS | DESCRIPCION DEL PLAN DE FORTALECIMIENTO INSTITUCIONAL A EJECUTAR | CRONOGRAMA | RECEPCION DE LA PROPUESTA | PROCESO DE PARTICIPACION | INFORMACION DE DECISION | ANEXOS
1042,convocatoria_1042_tdr.pdf,13,0,7,0.048,False,1.CRITERIOS DE EVALUACION DE LA PROPUESTA > 8.PROCESO DE EVALUACION > 9.PLAZO O DURACION > 10.VALOR O COSTO > 11.CRONOGRAMA > 12.RECEPCION DE LA PROPUESTA > 13.RECEPCION DE INQUIETUDES SOLICITUDES DE ACLARACION,CRITERIOS DE EVALUACION DE LA PROPUESTA | PROCESO DE EVALUACION | PLAZO O DURACION | VALOR O COSTO | CRONOGRAMA | RECEPCION DE LA PROPUESTA | RECEPCION DE INQUIETUDES SOLICITUDES DE ACLARACION
1044,convocatoria_1044_tdr.pdf,12,0,6,0.048,False,1.CRITERIOS DE EVALUACION DE LA PROPUESTA > 8.PLAZO O DURACION > 9.VALOR O COSTO > 12.CRONOGRAMA > 13.RECEPCION DE LA PROPUESTA > 14.RECEPCION DE INQUIETUDES SOLICITUDES DE ACLARACION,CRITERIOS DE EVALUACION DE LA PROPUESTA | PLAZO O DURACION | VALOR O COSTO | CRONOGRAMA | RECEPCION DE LA PROPUESTA | RECEPCION DE INQUIETUDES SOLICITUDES DE ACLARACION
1047,convocatoria_1047_tdr.pdf,18,0,18,0.19,False,1.ANTECEDENTES Y JUSTIFICACION TECNICA > 2.IMPACTO Y BENEFICIO PARA EL SNCTI Y PARA EL MINISTERIO > 3.OBJETIVO GENERAL > 4.LINEAS TEMATICAS > 6.CONDICIONES INAHILITANTES > 7.CRITERIOS DE EVALUACION > 8.PROCEDIMIENTO DE EVALUACION > 10.FINANCIACION > 11.PROCEDIMIENTO INSCRIPCION > 12.PROPUESTAS ELEGIBLES > 13.CRONOGRAMA > 14.RECEPCION DE LA PROPUESTA > 15.RECEPCION DE INQUIETUDES SOLICITUDES DE ACLARACION > 16.INFORMACION DECISION > 17.PROPIEDAD INTELECTUAL > 18.ACEPTACION DE TERMINOS Y VERACIDAD > 19.AUTORIZACION DE DATOS PERSONALES > 20.ANEXOS,ANTECEDENTES Y JUSTIFICACION TECNICA | IMPACTO Y BENEFICIO PARA EL SNCTI Y PARA EL MINISTERIO | OBJETIVO GENERAL | LINEAS TEMATICAS | CONDICIONES INAHILITANTES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | FINANCIACION | PROCEDIMIENTO INSCRIPCION | PROPUESTAS ELEGIBLES | CRONOGRAMA | RECEPCION DE LA PROPUESTA | RECEPCION DE INQUIETUDES SOLICITUDES DE ACLARACION | INFORMACION DECISION | PROPIEDAD INTELECTUAL | ACEPTACION DE TERMINOS Y VERACIDAD | AUTORIZACION DE DATOS PERSONALES | ANEXOS
1049,convocatoria_1049_tdr.pdf,22,0,11,0.143,False,1.ANTECEDENTES Y JUSTIFICACION TECNICA > 2.DIRIGIDA A > 3.IMPACTO Y BENEFICIO PARA EL SNCTI Y PARA EL MINISTERIO > 4.OBJETIVOS > 5.ENFOQUE TECNICO > 6.ENFOQUE TERRITORIAL > 8.CRONOGRAMA > 9.RECEPCION DE LA PROPUESTA > 10.COMUNICACION A LOS PROPONENTES > 11.RECEPCION DE INQUIETUDES SOLICITUDES DE ACLARACION > 13.ANEXOS,ANTECEDENTES Y JUSTIFICACION TECNICA | DIRIGIDA A | IMPACTO Y BENEFICIO PARA EL SNCTI Y PARA EL MINISTERIO | OBJETIVOS | ENFOQUE TECNICO | ENFOQUE TERRITORIAL | CRONOGRAMA | RECEPCION DE LA PROPUESTA | COMUNICACION A LOS PROPONENTES | RECEPCION DE INQUIETUDES SOLICITUDES DE ACLARACION | ANEXOS
1051,convocatoria_1051_tdr.pdf,26,0,18,0.048,False,1.ANTECEDENTESYJUSTIFICACIONTECNICA > 2.DIRIGIDOA > 3.IMPACTOYBENEFICIOPARAELSNCTIYPARAELMINISTERIO > 4.OBJETIVOGENERAL > 5.LINEASTEMATICAS > 6.ALCANCE DEL PROYECTO DE INNOVACION A EJECUTAR EN EL MARCO DE PROCESOS DE > 8.ENFOQUETERRITORIAL > 9.ENFOQUEDIFERENCIALEINCLUYENTE > 10.CRITERIOSDEEVALUACION > 11.PROCEDIMIENTODEEVALUACION > 13.VALOROCOSTO > 14.CRONOGRAMA > 15.INSCRIPCIONDELPROYECTODEINNOVACION > 16.PROCESODEINSCRIPCIONDELPROYECTODEINNOVACION > 17.PROPIEDADINTELECTUAL CONFIDENCIALIDAD USOYMANEJODELAINFORMACION > 18.CONDICIONESINHABILITANTES > 19.MODIFICACIONES > 20.ANEXOS,ANTECEDENTESYJUSTIFICACIONTECNICA | DIRIGIDOA | IMPACTOYBENEFICIOPARAELSNCTIYPARAELMINISTERIO | OBJETIVOGENERAL | LINEASTEMATICAS | ALCANCE DEL PROYECTO DE INNOVACION A EJECUTAR EN EL MARCO DE PROCESOS DE | ENFOQUETERRITORIAL | ENFOQUEDIFERENCIALEINCLUYENTE | CRITERIOSDEEVALUACION | PROCEDIMIENTODEEVALUACION | VALOROCOSTO | CRONOGRAMA | INSCRIPCIONDELPROYECTODEINNOVACION | PROCESODEINSCRIPCIONDELPROYECTODEINNOVACION | PROPIEDADINTELECTUAL CONFIDENCIALIDAD USOYMANEJODELAINFORMACION | CONDICIONESINHABILITANTES | MODIFICACIONES | ANEXOS
23,convocatoria_23_tdr.pdf,22,21,21,0.333,False,1.PRESENTACION > 2.OBJETIVOS > 3.MECANISMOS DE PARTICIPACION > 4.DEMANDAS TERRITORIALES > 5.REQUISITOS > 7.CONTENIDO DE LA PROPUESTA DE PROYECTO > 8.PROCEDIMIENTO DE INSCRIPCION > 9.AUTORIZACION USO DE DATOS PERSONALES > 10.PROCEDIMIENTO DE EVALUACION > 11.LISTADO DE ELEGIBLES > 12.ACLARACIONES > 13.VIGILANCIA DE LOS PROYECTOS > 14.CRONOGRAMA > 15.MODIFICACIONES > 16.CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 17.ACCESO A BENEFICIOS TRIBUTARIOS > 18.PROPIEDAD INTELECTUAL > 19.VEEDURIAS CIUDADANAS > 20.ANEXOS > 21.ACEPTACION DE TERMINOS Y VERACIDAD > 22.MAYOR INFORMACION,PRESENTACION | OBJETIVOS | MECANISMOS DE PARTICIPACION | DEMANDAS TERRITORIALES | REQUISITOS | CONTENIDO DE LA PROPUESTA DE PROYECTO | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | CRONOGRAMA | MODIFICACIONES | CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | ACCESO A BENEFICIOS TRIBUTARIOS | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
24,convocatoria_24_tdr.pdf,26,24,24,0.476,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.TEMATICAS > 6.REQUISITOS > 7.CONDICIONES INHABILITANTES > 8.CONTENIDO DE LA PROPUESTA DE PROYECTO > 9.PROCEDIMIENTO DE INSCRIPCION > 10.DURACION Y FINANCIACION > 11.AUTORIZACION USO DE DATOS PERSONALES > 12.PROCEDIMIENTO DE EVALUACION > 13.LISTADO DE ELEGIBLES > 14.ACLARACIONES > 15.VIGILANCIA DE LOS PROYECTOS > 16.CRONOGRAMA > 17.MODIFICACIONES > 18.CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 19.ACCESO A BENEFICIOS TRIBUTARIOS > 20.PROPIEDAD INTELECTUAL > 21.VEEDURIAS CIUDADANAS > 22.ANEXOS > 23.ACEPTACION DE TERMINOS Y VERACIDAD > 24.MAYOR INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | TEMATICAS | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DE LA PROPUESTA DE PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | AUTORIZACION USO DE DATOS PERSONALES | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | CRONOGRAMA | MODIFICACIONES | CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | ACCESO A BENEFICIOS TRIBUTARIOS | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
25,convocatoria_25_tdr.pdf,26,24,24,0.476,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.TEMATICAS > 6.REQUISITOS > 7.CONDICIONES INHABILITANTES > 8.CONTENIDO DE LA PROPUESTA DE PROYECTO > 9.PROCEDIMIENTO DE INSCRIPCION > 10.DURACION Y FINANCIACION > 11.AUTORIZACION USO DE DATOS PERSONALES > 12.PROCEDIMIENTO DE EVALUACION > 13.LISTADO DE ELEGIBLES > 14.ACLARACIONES > 15.VIGILANCIA DE LOS PROYECTOS > 16.CRONOGRAMA > 17.MODIFICACIONES > 18.CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 19.ACCESO A BENEFICIOS TRIBUTARIOS > 20.PROPIEDAD INTELECTUAL > 21.VEEDURIAS CIUDADANAS > 22.ANEXOS > 23.ACEPTACION DE TERMINOS Y VERACIDAD > 24.MAYOR INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | TEMATICAS | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DE LA PROPUESTA DE PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | AUTORIZACION USO DE DATOS PERSONALES | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | CRONOGRAMA | MODIFICACIONES | CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | ACCESO A BENEFICIOS TRIBUTARIOS | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
26,convocatoria_26_tdr.pdf,19,21,21,0.333,False,1.PRESENTACION > 2.OBJETIVOS > 3.MECANISMOS DE PARTICIPACION > 4.DEMANDAS TERRITORIALES > 5.REQUISITOS > 7.CONTENIDO DE LA PROPUESTA DE PROYECTO > 8.PROCEDIMIENTO DE INSCRIPCION > 9.AUTORIZACION USO DE DATOS PERSONALES > 10.PROCEDIMIENTO DE EVALUACION > 11.LISTADO DE ELEGIBLES > 12.ACLARACIONES > 13.VIGILANCIA DE LOS PROYECTOS > 14.CRONOGRAMA > 15.MODIFICACIONES > 16.CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 17.ACCESO A BENEFICIOS TRIBUTARIOS > 18.PROPIEDAD INTELECTUAL > 19.VEEDURIAS CIUDADANAS > 20.ANEXOS > 21.ACEPTACION DE TERMINOS Y VERACIDAD > 22.MAYOR INFORMACION,PRESENTACION | OBJETIVOS | MECANISMOS DE PARTICIPACION | DEMANDAS TERRITORIALES | REQUISITOS | CONTENIDO DE LA PROPUESTA DE PROYECTO | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | CRONOGRAMA | MODIFICACIONES | CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | ACCESO A BENEFICIOS TRIBUTARIOS | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
27,convocatoria_27_tdr.pdf,29,25,25,0.476,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.ALCANCE DE LAS PROPUESTAS > 6.REQUISITOS > 7.CONDICIONES INHABILITANTES > 8.CONTENIDO DE LA PROPUESTA DE PROYECTO > 9.PROCEDIMIENTO DE INSCRIPCION > 10.DURACION Y FINANCIACION > 11.AUTORIZACION USO DE DATOS PERSONALES > 12.PROCEDIMIENTO DE EVALUACION > 13.LISTADO DE ELEGIBLES > 14.ACLARACIONES > 15.VIGILANCIA DE LOS PROYECTOS > 16.CRONOGRAMA > 17.MODIFICACIONES > 18.CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 19.ACCESO A BENEFICIOS TRIBUTARIOS > 20.PROPIEDAD INTELECTUAL > 21.CIENCIA ABIERTA > 22.VEEDURIAS CIUDADANAS > 23.ANEXOS > 24.ACEPTACION DE TERMINOS Y VERACIDAD > 25.MAYOR INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | ALCANCE DE LAS PROPUESTAS | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DE LA PROPUESTA DE PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | AUTORIZACION USO DE DATOS PERSONALES | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | CRONOGRAMA | MODIFICACIONES | CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | ACCESO A BENEFICIOS TRIBUTARIOS | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
28,convocatoria_28_tdr.pdf,35,25,25,0.524,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.REQUISITOS > 7.CONDICIONES INHABILITANTES > 8.CONTENIDO DE LA PROPUESTA DE PROYECTO > 9.PROCEDIMIENTO DE INSCRIPCION > 10.DURACION Y FINANCIACION > 11.AUTORIZACION USO DE DATOS PERSONALES > 12.PROCEDIMIENTO DE EVALUACION > 13.LISTADO DE ELEGIBLES > 14.ACLARACIONES > 15.VIGILANCIA DE LOS PROYECTOS > 16.CRONOGRAMA > 17.MODIFICACIONES > 18.CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 19.ACCESO A BENEFICIOS TRIBUTARIOS > 20.PROPIEDAD INTELECTUAL > 21.CIENCIA ABIERTA > 22.VEEDURIAS CIUDADANAS > 23.ANEXOS > 24.ACEPTACION DE TERMINOS Y VERACIDAD > 25.MAYOR INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DE LA PROPUESTA DE PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | AUTORIZACION USO DE DATOS PERSONALES | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | CRONOGRAMA | MODIFICACIONES | CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | ACCESO A BENEFICIOS TRIBUTARIOS | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
29,convocatoria_29_tdr.pdf,32,24,24,0.476,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.ALCANCE DE LAS PROPUESTAS DE PROYECTO > 6.REQUISITOS > 8.CONTENIDO DE LA PROPUESTA DE PROYECTO > 9.PROCEDIMIENTO DE INSCRIPCION > 10.DURACION Y FINANCIACION > 11.AUTORIZACION USO DE DATOS PERSONALES > 12.PROCEDIMIENTO DE EVALUACION > 13.LISTADO DE ELEGIBLES > 14.ACLARACIONES > 15.VIGILANCIA DE LOS PROYECTOS > 16.CRONOGRAMA > 17.MODIFICACIONES > 18.CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 19.ACCESO A BENEFICIOS TRIBUTARIOS > 20.PROPIEDAD INTELECTUAL > 21.CIENCIA ABIERTA > 22.VEEDURIAS CIUDADANAS > 23.ANEXOS > 24.ACEPTACION DE TERMINOS Y VERACIDAD > 25.MAYOR INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | ALCANCE DE LAS PROPUESTAS DE PROYECTO | REQUISITOS | CONTENIDO DE LA PROPUESTA DE PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | AUTORIZACION USO DE DATOS PERSONALES | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | CRONOGRAMA | MODIFICACIONES | CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | ACCESO A BENEFICIOS TRIBUTARIOS | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
30,convocatoria_30_tdr.pdf,20,22,22,0.381,False,1.PRESENTACION > 2.OBJETIVOS > 3.MECANISMOS DE PARTICIPACION > 4.DEMANDAS TERRITORIALES > 5.REQUISITOS > 7.CONTENIDO DEL PROYECTO > 8.PROCEDIMIENTO DE INSCRIPCION > 9.AUTORIZACION USO DE DATOS PERSONALES > 10.PROCEDIMIENTO DE EVALUACION > 11.LISTADO DE ELEGIBLES > 12.ACLARACIONES > 13.VIGILANCIA DE LOS PROYECTOS > 14.CRONOGRAMA > 15.MODIFICACIONES > 16.CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 17.ACCESO A BENEFICIOS TRIBUTARIOS > 18.PROPIEDAD INTELECTUAL > 19.CIENCIA ABIERTA > 20.VEEDURIAS CIUDADANAS > 21.ANEXOS > 22.ACEPTACION DE TERMINOS Y VERACIDAD > 23.MAYOR INFORMACION,PRESENTACION | OBJETIVOS | MECANISMOS DE PARTICIPACION | DEMANDAS TERRITORIALES | REQUISITOS | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | CRONOGRAMA | MODIFICACIONES | CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | ACCESO A BENEFICIOS TRIBUTARIOS | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
31,convocatoria_31_tdr.pdf,22,23,23,0.381,False,1.PRESENTACION > 2.OBJETIVOS > 3.MECANISMOS DE PARTICIPACION > 4.DEMANDAS TERRITORIALES > 5.REQUISITOS > 6.CONDICIONES INHABILITANTES > 7.CONTENIDO DEL PROYECTO > 8.PROCEDIMIENTO DE INSCRIPCION > 9.AUTORIZACION USO DE DATOS PERSONALES > 10.PROCEDIMIENTO DE EVALUACION > 11.LISTADO DE ELEGIBLES > 12.ACLARACIONES > 13.VIGILANCIA DE LOS PROYECTOS > 14.CRONOGRAMA > 15.MODIFICACIONES > 16.CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 17.ACCESO A BENEFICIOS TRIBUTARIOS > 18.PROPIEDAD INTELECTUAL > 19.CIENCIA ABIERTA > 20.VEEDURIAS CIUDADANAS > 21.ANEXOS > 22.ACEPTACION DE TERMINOS Y VERACIDAD > 23.MAYOR INFORMACION,PRESENTACION | OBJETIVOS | MECANISMOS DE PARTICIPACION | DEMANDAS TERRITORIALES | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | CRONOGRAMA | MODIFICACIONES | CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | ACCESO A BENEFICIOS TRIBUTARIOS | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
32,convocatoria_32_tdr.pdf,42,26,26,0.571,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.ALCANCE DE LOS PROYECTOS > 7.REQUISITOS > 8.CONDICIONES INHABILITANTES > 9.CONTENIDO DEL PROYECTO > 10.PROCEDIMIENTO DE INSCRIPCION > 11.DURACION Y FINANCIACION > 12.AUTORIZACION USO DE DATOS PERSONALES > 13.PROCEDIMIENTO DE EVALUACION > 14.LISTADO DE ELEGIBLES > 15.ACLARACIONES > 16.VIGILANCIA DE LOS PROYECTOS > 17.CRONOGRAMA > 18.MODIFICACIONES > 19.CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 20.ACCESO A BENEFICIOS TRIBUTARIOS > 21.PROPIEDAD INTELECTUAL > 22.CIENCIA ABIERTA > 23.VEEDURIAS CIUDADANAS > 24.ANEXOS > 25.ACEPTACION DE TERMINOS Y VERACIDAD > 26.MAYOR INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | ALCANCE DE LOS PROYECTOS | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | AUTORIZACION USO DE DATOS PERSONALES | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | CRONOGRAMA | MODIFICACIONES | CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | ACCESO A BENEFICIOS TRIBUTARIOS | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
33,convocatoria_33_tdr.pdf,35,25,25,0.571,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.ALCANCE > 6.REQUISITOS > 7.CONDICIONES INHABILITANTES > 8.CONTENIDO DEL PROYECTO > 9.PROCEDIMIENTO DE INSCRIPCION > 10.DURACION Y FINANCIACION > 11.CRITERIOS DE EVALUACION > 12.PROCEDIMIENTO DE EVALUACION > 13.LISTADO DE ELEGIBLES > 14.ACLARACIONES > 15.VIGILANCIA DE LOS PROYECTOS > 16.CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 17.CRONOGRAMA > 18.MODIFICACIONES > 19.PROPIEDAD INTELECTUAL > 20.CIENCIA ABIERTA > 21.VEEDURIAS CIUDADANAS > 22.AUTORIZACION USO DE DATOS PERSONALES > 23.ANEXOS > 24.ACEPTACION DE TERMINOS Y VERACIDAD > 25.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | ALCANCE | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | CUMPLIMIENTO DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
34,convocatoria_34_tdr.pdf,39,21,20,0.333,False,1.PRESENTACION > 2.OBJETIVOS > 3.MECANISMOS DE PARTICIPACION > 4.DEMANDAS TERRITORIALES > 5.REQUISITOS > 7.MONTOS INDICATIVOS > 8.CONTENIDO DEL PROYECTO > 9.VIGILANCIA DE LOS PROYECTOS > 11.PROCEDIMIENTO DE INSCRIPCION > 12.AUTORIZACION DE USO DE DATOS PERSONALES > 13.PROCEDIMIENTO DE EVALUACION > 14.LISTADO DE ELEGIBLES > 15.ACLARACIONES > 16.MODIFICACIONES > 17.PROPIEDAD INTELECTUAL > 18.CIENCIA ABIERTA > 19.VEEDURIAS CIUDADANAS > 20.ANEXOS > 21.ACEPTACION DE TERMINOS Y VERACIDAD > 22.MAS INFORMACION,PRESENTACION | OBJETIVOS | MECANISMOS DE PARTICIPACION | DEMANDAS TERRITORIALES | REQUISITOS | MONTOS INDICATIVOS | CONTENIDO DEL PROYECTO | VIGILANCIA DE LOS PROYECTOS | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION DE USO DE DATOS PERSONALES | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
